Protein IDs,142_1,142_2,142_3,17_1,17_2,17_3,No Bait_1,No Bait_2,No Bait_3
sp|Q15365|PCBP1_HUMAN,7.20E+05,8.68E+05,0,4.02E+05,1.82E+05,1.89E+05,2.34E+05,3.43E+05,7.90E+05
sp|Q15366|PCBP2_HUMAN,1.34E+06,8.93E+05,9.47E+04,6.31E+05,1.48E+05,7.88E+05,1.38E+05,7.35E+05,1.74E+06
sp|Q15388|TOM20_HUMAN,7.98E+05,1.89E+05,7.74E+04,9.44E+05,0,0,0,1.05E+06,6.66E+05
sp|Q15393|SF3B3_HUMAN,2.63E+06,2.00E+06,0,1.79E+06,3.11E+03,1.40E+05,2.93E+05,2.35E+06,2.57E+06
sp|Q15398|DLGP5_HUMAN,7.31E+04,5.11E+04,4.84E+03,8.87E+04,0,0,0,2.05E+05,1.18E+05
sp|Q15424|SAFB1_HUMAN,0,1.34E+04,0,0,8.08E+03,0,0,0,0
sp|Q15427|SF3B4_HUMAN,1.12E+06,1.80E+06,3.42E+05,3.50E+06,3.69E+05,2.24E+05,3.60E+05,3.51E+06,1.37E+06
sp|Q15428|SF3A2_HUMAN,6.85E+05,1.34E+06,1.79E+05,6.25E+05,2.49E+05,3.16E+06,0,7.72E+05,7.14E+05
sp|Q15436|SC23A_HUMAN,0,3.18E+04,0,0,1.26E+04,1.41E+04,0,0,0
sp|Q15459|SF3A1_HUMAN,4.73E+06,2.00E+06,4.82E+05,3.97E+06,9.34E+05,1.16E+06,5.51E+05,5.82E+06,4.24E+06
sp|Q15517|CDSN_HUMAN,1.49E+05,1.59E+05,0,2.90E+05,0,3.32E+05,0,5.95E+05,1.32E+05
sp|Q15633|TRBP2_HUMAN,3.41E+05,3.51E+05,0,6.81E+04,0,0,0,0,0
sp|Q15637|SF01_HUMAN,1.00E+06,1.71E+05,1.07E+05,2.02E+05,2.32E+05,1.85E+05,1.47E+05,8.25E+05,9.68E+05
sp|Q15691|MARE1_HUMAN,6.84E+04,5.63E+04,0,0,0,7.48E+04,0,0,0
sp|Q15717|ELAV1_HUMAN,6.24E+06,3.32E+06,2.58E+06,4.72E+06,1.57E+06,9.14E+05,1.92E+06,6.14E+06,4.24E+06
sp|Q15758|AAAT_HUMAN,0,1.66E+05,0,1.23E+05,0,0,0,1.17E+05,2.71E+05
sp|Q15819|UB2V2_HUMAN,7.90E+04,4.24E+04,0,0,0,0,0,0,0
sp|Q16610|ECM1_HUMAN,0,0,0,0,0,0,0,3.57E+04,0
sp|Q16629|SRSF7_HUMAN,2.06E+07,1.30E+07,2.51E+06,4.42E+06,0,8.42E+05,0,8.20E+05,1.86E+06
sp|Q16630|CPSF6_HUMAN,4.73E+05,4.61E+05,0,1.22E+06,1.30E+04,3.56E+05,0,3.75E+04,0
sp|Q16637|SMN_HUMAN,0,0,0,6.82E+04,0,0,0,0,0
sp|Q16643|DREB_HUMAN,6.80E+04,2.04E+04,0,4.27E+04,0,0,0,1.29E+05,4.29E+04
sp|Q16718|NDUA5_HUMAN,0,0,0,0,0,0,0,5.05E+04,0
sp|Q16891|MIC60_HUMAN,2.63E+05,2.07E+05,0,1.40E+05,2.57E+03,4.94E+03,0,2.99E+05,3.28E+05
sp|Q1KMD3|HNRL2_HUMAN,7.37E+05,1.18E+06,1.49E+05,7.65E+05,0,5.98E+04,0,7.69E+05,6.68E+05
sp|Q2TAY7|SMU1_HUMAN,6.60E+05,6.82E+05,9.67E+04,4.33E+05,1.81E+05,2.05E+05,1.14E+05,9.46E+05,6.15E+05
sp|Q2TBE0|C19L2_HUMAN,5.60E+04,2.09E+04,0,3.15E+04,0,0,0,0,0
sp|Q32P28|P3H1_HUMAN,2.00E+05,7.81E+04,0,2.51E+04,0,1.81E+05,0,2.27E+05,5.45E+04
sp|Q3MHD2|LSM12_HUMAN,7.75E+04,1.06E+05,0,1.78E+05,0,0,0,0,0
sp|Q4G0J3|LARP7_HUMAN,0,0,0,2.97E+04,0,0,0,0,0
sp|Q4V328|GRAP1_HUMAN,0,0,0,2.32E+05,0,0,0,2.95E+05,0
sp|Q52LJ0|FA98B_HUMAN,4.55E+05,5.45E+05,0,8.00E+06,0,0,0,2.42E+05,0
sp|Q53EL6|PDCD4_HUMAN,3.99E+04,0,0,0,0,0,0,2.92E+04,0
sp|Q53F19|NCBP3_HUMAN,4.59E+04,4.64E+04,0,0,0,0,0,3.46E+04,3.62E+04
sp|Q53HL2|BOREA_HUMAN,0,5.61E+04,0,6.12E+05,0,0,0,0,0
sp|Q53S08|RAB6D_HUMAN,0,7.18E+04,0,0,0,0,0,0,0
sp|Q5BKZ1|ZN326_HUMAN,1.97E+06,1.40E+06,0,1.70E+06,1.53E+04,5.40E+05,0,1.35E+06,1.32E+06
sp|Q5HYI8|RABL3_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q5JVF3|PCID2_HUMAN,3.01E+05,6.55E+04,2.43E+04,3.63E+04,5.18E+04,6.91E+04,1.95E+04,1.52E+05,2.35E+04
sp|Q5JXB2|UE2NL_HUMAN,2.97E+05,0,0,1.15E+05,0,0,0,0,1.18E+05
sp|Q5SSJ5|HP1B3_HUMAN,0,5.54E+04,0,1.61E+05,0,0,0,0,0
sp|Q5SY16|NOL9_HUMAN,1.04E+05,6.10E+04,0,1.09E+05,0,0,0,1.86E+04,0
sp|Q5T1R4|ZEP3_HUMAN,2.05E+05,1.80E+04,0,1.29E+05,0,0,0,6.09E+04,5.27E+04
sp|Q5T3I0|GPTC4_HUMAN,7.84E+05,9.06E+05,1.54E+04,1.14E+06,6.86E+05,5.75E+04,8.59E+03,1.51E+05,1.46E+05
sp|Q5T749|KPRP_HUMAN,0,1.22E+04,0,2.73E+05,0,0,0,8.86E+05,3.68E+05
sp|Q5T750|XP32_HUMAN,0,4.98E+04,0,5.56E+05,0,0,0,9.03E+05,1.27E+05
sp|Q5T8P6|RBM26_HUMAN,2.54E+05,8.69E+04,0,1.34E+06,5.29E+03,4.10E+05,0,2.08E+05,1.03E+05
sp|Q5VTL8|PR38B_HUMAN,0,9.55E+04,0,0,0,0,0,6.27E+04,0
sp|Q5VWQ0|RSBN1_HUMAN,3.89E+05,4.07E+04,0,4.77E+05,0,0,0,2.71E+05,2.32E+05
sp|Q66PJ3|AR6P4_HUMAN,0,9.99E+04,0,0,0,0,0,2.85E+04,0
sp|Q69YN4|VIR_HUMAN,9.46E+04,0,0,0,0,0,0,0,0
sp|Q6DKI1|RL7L_HUMAN,1.44E+05,1.89E+05,0,4.99E+05,0,0,0,0,0
sp|Q6FI13|H2A2A_HUMAN,2.52E+05,0,0,0,0,0,0,1.09E+05,0
sp|Q6I9Y2|THOC7_HUMAN,0,0,0,7.93E+04,0,0,0,0,0
sp|Q6IAA8|LTOR1_HUMAN,8.34E+05,1.13E+05,0,6.04E+05,0,0,0,6.11E+05,5.99E+05
sp|Q6IN85|P4R3A_HUMAN,0,0,0,0,0,0,0,1.55E+04,0
sp|Q6NZY4|ZCHC8_HUMAN,1.78E+05,6.97E+04,0,1.36E+05,0,3.75E+04,0,1.91E+05,5.44E+04
sp|Q6P1J9|CDC73_HUMAN,1.18E+05,1.19E+05,0,1.17E+05,0,0,0,1.08E+05,1.45E+05
sp|Q6P2Q9|PRP8_HUMAN,1.71E+06,1.28E+06,1.03E+03,2.22E+06,8.59E+05,5.45E+05,1.91E+05,2.61E+06,2.09E+06
sp|Q6P4A7|SFXN4_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q6P5R6|RL22L_HUMAN,0,1.92E+05,0,1.97E+05,0,0,0,2.37E+05,4.79E+05
sp|Q6PCB5|RSBNL_HUMAN,1.72E+05,2.16E+05,0,1.45E+05,0,2.86E+04,0,2.33E+05,3.16E+05
sp|Q6PIY7|GLD2_HUMAN,7.40E+04,1.59E+05,0,3.56E+04,0,0,0,0,7.60E+04
sp|Q6PJT7|ZC3HE_HUMAN,1.36E+05,1.48E+05,0,1.39E+05,0,0,1.77E+04,5.04E+05,5.37E+05
sp|Q6PK04|CC137_HUMAN,7.52E+04,3.98E+04,0,1.46E+05,0,0,0,0,0
sp|Q6PKG0|LARP1_HUMAN,7.92E+04,5.70E+04,0,4.26E+04,1.85E+03,0,0,1.25E+05,2.16E+04
sp|Q6S8J3|POTEE_HUMAN,0,1.32E+04,0,0,0,0,0,0,0
sp|Q6UB35|C1TM_HUMAN,1.32E+05,6.41E+04,0,6.20E+04,0,0,0,2.08E+05,5.25E+04
sp|Q6UN15|FIP1_HUMAN,1.96E+05,4.83E+05,0,8.11E+05,5.20E+04,2.33E+04,1.22E+04,2.28E+05,3.09E+05
sp|Q6UWP8|SBSN_HUMAN,0,1.47E+04,0,0,0,0,0,4.62E+04,0
sp|Q6ZN17|LN28B_HUMAN,1.03E+06,6.64E+05,0,1.56E+06,2.69E+04,6.84E+05,0,1.40E+05,0
sp|Q6ZUT1|NKAP1_HUMAN,2.67E+05,4.94E+05,0,1.53E+05,0,0,0,1.34E+05,0
sp|Q6ZUX3|TGRM2_HUMAN,0,0,0,0,0,0,0,8.41E+04,5.74E+04
sp|Q6ZVX7|FBX50_HUMAN,0,0,0,8.99E+04,0,0,0,1.04E+05,0
sp|Q71RC2|LARP4_HUMAN,1.69E+05,3.17E+04,0,6.17E+04,0,0,0,5.54E+04,4.19E+04
sp|Q71UM5|RS27L_HUMAN,0,0,0,2.86E+06,5.84E+06,0,0,0,1.24E+06
sp|Q7KZ85|SPT6H_HUMAN,1.82E+04,1.60E+04,0,2.51E+04,0,0,0,3.23E+04,9.54E+03
sp|Q7KZF4|SND1_HUMAN,2.84E+06,2.45E+06,1.22E+05,1.60E+06,2.37E+05,1.40E+06,3.12E+03,2.78E+06,7.02E+05
sp|Q7L014|DDX46_HUMAN,7.32E+04,1.16E+05,0,1.77E+04,0,0,0,7.21E+04,6.99E+04
sp|Q7L2E3|DHX30_HUMAN,2.74E+05,3.49E+05,0,2.44E+05,0,0,0,1.06E+05,6.85E+04
sp|Q7L2H7|EIF3M_HUMAN,1.07E+06,7.24E+05,0,5.44E+05,7.87E+05,6.38E+05,0,8.66E+05,2.50E+05
sp|Q7L590|MCM10_HUMAN,1.25E+04,0,0,2.05E+04,0,0,0,0,1.14E+04
sp|Q7L5N1|CSN6_HUMAN,0,0,0,1.01E+05,0,0,0,1.22E+05,0
sp|Q7L5Y9|MAEA_HUMAN,0,0,0,0,1.70E+04,0,0,0,0
sp|Q7RTV0|PHF5A_HUMAN,1.99E+06,1.73E+06,0,1.55E+06,0,0,0,1.96E+06,2.76E+06
sp|Q7Z2T5|TRM1L_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q7Z2W4|ZCCHV_HUMAN,1.19E+05,5.26E+04,6.63E+03,8.94E+04,0,8.69E+04,0,8.23E+04,8.27E+04
sp|Q7Z417|NUFP2_HUMAN,5.19E+04,4.77E+04,0,6.48E+04,0,0,0,0,0
sp|Q7Z6E9|RBBP6_HUMAN,5.33E+04,3.19E+04,0,1.56E+05,0,0,0,5.19E+04,0
sp|Q7Z739|YTHD3_HUMAN,0,0,0,0,0,1.09E+05,0,0,0
sp|Q7Z7C8|TAF8_HUMAN,0,3.48E+04,0,4.84E+04,0,0,0,0,0
sp|Q7Z7K6|CENPV_HUMAN,0,0,0,1.91E+05,0,0,0,0,3.25E+04
sp|Q86SE9|PCGF5_HUMAN,0,0,0,3.97E+04,0,0,0,0,0
sp|Q86TU7|SETD3_HUMAN,0,0,0,0,0,0,0,6.90E+04,0
sp|Q86U42|PABP2_HUMAN,2.83E+05,1.89E+05,9.97E+04,6.34E+05,1.58E+05,2.37E+05,1.77E+05,5.73E+05,8.25E+05
sp|Q86UE4|LYRIC_HUMAN,1.35E+05,5.66E+04,0,1.16E+05,0,0,0,2.77E+04,3.47E+04
sp|Q86UP2|KTN1_HUMAN,6.54E+03,1.34E+04,0,9.87E+03,0,0,0,1.15E+04,8.19E+03
sp|Q86UR5|RIMS1_HUMAN,8.07E+04,2.14E+04,0,2.37E+04,8.82E+04,1.27E+05,0,0,0
sp|Q86UV5|UBP48_HUMAN,1.84E+04,0,0,1.41E+04,0,0,0,1.70E+04,0
sp|Q86V81|THOC4_HUMAN,2.81E+06,2.42E+06,0,2.12E+06,0,0,0,3.68E+06,2.04E+06
sp|Q86VM9|ZCH18_HUMAN,3.96E+04,1.62E+04,0,3.61E+04,0,0,0,5.00E+04,0
sp|Q86VP6|CAND1_HUMAN,1.23E+05,1.47E+05,0,8.21E+04,0,0,0,1.71E+05,1.53E+05
sp|Q86WB0|NIPA_HUMAN,0,6.92E+04,0,8.43E+04,0,3.43E+04,0,0,6.82E+04
sp|Q86XP3|DDX42_HUMAN,2.82E+05,3.54E+05,0,2.51E+05,8.44E+03,6.90E+03,0,3.85E+05,2.13E+05
sp|Q86YQ8|CPNE8_HUMAN,5.30E+04,1.27E+05,0,6.93E+04,0,0,0,0,0
sp|Q86YS7|C2CD5_HUMAN,0,0,0,0,0,0,0,1.59E+04,0
sp|Q8IUF8|RIOX2_HUMAN,3.45E+04,4.78E+04,0,3.75E+04,0,0,0,0,0
sp|Q8IUH3|RBM45_HUMAN,4.58E+05,1.34E+05,1.97E+04,8.85E+04,0,0,0,6.39E+04,3.77E+04
sp|Q8IV48|ERI1_HUMAN,4.64E+04,8.25E+04,0,0,0,0,0,0,0
sp|Q8IWS0|PHF6_HUMAN,4.59E+04,0,0,0,0,0,0,1.40E+05,0
sp|Q8IWX8|CHERP_HUMAN,3.12E+05,2.10E+05,0,4.87E+05,1.82E+04,0,3.12E+04,8.36E+05,7.72E+05
sp|Q8IWZ8|SUGP1_HUMAN,1.31E+05,1.99E+05,0,5.21E+04,0,0,0,1.12E+05,3.73E+04
sp|Q8IX01|SUGP2_HUMAN,8.73E+05,7.65E+05,0,5.13E+05,0,0,0,5.40E+05,4.66E+05
sp|Q8IX12|CCAR1_HUMAN,1.07E+06,4.66E+05,7.67E+04,3.04E+05,1.80E+04,3.82E+04,0,2.51E+05,6.54E+04
sp|Q8IX18|DHX40_HUMAN,1.20E+04,0,0,0,0,0,0,1.81E+04,0
sp|Q8IY37|DHX37_HUMAN,0,0,0,2.11E+05,0,0,0,0,0
sp|Q8IY67|RAVR1_HUMAN,1.56E+05,1.29E+05,0,9.94E+04,0,4.75E+05,0,3.43E+05,2.84E+04
sp|Q8IY81|SPB1_HUMAN,2.59E+05,3.73E+05,0,6.25E+05,0,0,0,9.50E+04,1.63E+04
sp|Q8IYB3|SRRM1_HUMAN,5.65E+05,7.84E+05,2.50E+05,6.46E+05,2.97E+05,4.23E+05,8.93E+04,3.08E+05,1.25E+05
sp|Q8N163|CCAR2_HUMAN,6.82E+05,2.84E+05,4.45E+04,7.12E+05,0,2.81E+05,1.02E+05,8.09E+05,1.76E+05
sp|Q8N1F7|NUP93_HUMAN,0,0,0,0,0,0,0,1.28E+04,0
sp|Q8N257|H2B3B_HUMAN,0,3.82E+06,1.78E+05,1.19E+07,0,0,0,0,0
sp|Q8N5A5|ZGPAT_HUMAN,6.00E+04,0,0,4.64E+04,2.25E+04,0,0,0,0
sp|Q8N5F7|NKAP_HUMAN,0,9.51E+04,0,0,0,0,0,6.98E+04,6.29E+04
sp|Q8N684|CPSF7_HUMAN,6.96E+05,1.04E+06,0,2.03E+06,3.00E+04,5.37E+05,0,5.10E+05,3.96E+05
sp|Q8N6R0|MET13_HUMAN,1.10E+05,6.20E+04,0,3.17E+04,0,0,0,1.28E+05,2.42E+04
sp|Q9UI08|EVL_HUMAN,3.53E+04,0,0,4.66E+04,1.74E+04,0,0,3.95E+04,0
sp|Q8N983|RM43_HUMAN,1.26E+05,0,0,1.26E+05,0,0,0,1.22E+05,1.85E+05
sp|Q8N9M1|CS047_HUMAN,5.98E+04,0,0,1.25E+05,0,0,0,4.51E+04,0
sp|Q8N9T8|KRI1_HUMAN,1.29E+05,2.72E+05,0,9.32E+04,0,0,0,8.97E+04,0
sp|Q8NAV1|PR38A_HUMAN,3.40E+05,4.94E+05,0,2.78E+05,0,0,0,1.12E+05,9.98E+04
sp|Q8NC51|PAIRB_HUMAN,2.77E+04,3.00E+04,0,3.53E+04,1.33E+04,5.84E+04,0,0,0
sp|Q8NCA5|FA98A_HUMAN,2.16E+05,4.38E+05,0,3.34E+05,0,0,0,2.70E+05,7.46E+04
sp|Q8NDL9|CBPC5_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q8NDV7|TNR6A_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q8NE71|ABCF1_HUMAN,5.73E+04,1.09E+05,0,3.87E+04,0,0,0,4.49E+04,0
sp|Q8NEF9|SRFB1_HUMAN,3.38E+04,2.96E+04,0,0,2.40E+04,0,0,0,0
sp|Q8NEJ9|NGDN_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q8NF91|SYNE1_HUMAN,1.25E+05,1.63E+05,0,6.34E+04,6.31E+02,1.11E+03,0,5.83E+04,2.03E+05
sp|Q8NFH3|NUP43_HUMAN,1.54E+05,7.91E+04,0,6.99E+04,0,0,0,6.94E+04,0
sp|Q8NI27|THOC2_HUMAN,1.40E+05,1.29E+05,2.98E+04,1.25E+05,5.23E+04,9.92E+04,4.43E+04,1.73E+05,9.30E+04
sp|Q8TAE8|G45IP_HUMAN,1.50E+05,1.69E+05,0,9.41E+04,0,0,0,1.30E+05,0
sp|Q8TAT6|NPL4_HUMAN,6.20E+05,2.72E+04,0,2.57E+04,3.39E+04,2.50E+04,0,1.56E+05,0
sp|Q8TCT9|HM13_HUMAN,0,6.91E+04,0,0,0,0,0,8.24E+04,0
sp|Q8TDD1|DDX54_HUMAN,5.44E+04,1.63E+04,0,4.88E+04,0,0,0,0,0
sp|Q8TDN6|BRX1_HUMAN,0,0,0,5.64E+04,0,0,0,3.23E+04,0
sp|Q8TEQ6|GEMI5_HUMAN,9.92E+04,8.38E+04,0,2.49E+04,0,0,0,4.53E+04,2.99E+04
sp|Q8TEX9|IPO4_HUMAN,7.00E+05,9.30E+05,6.68E+05,2.47E+05,1.53E+06,0,0,0,2.06E+04
sp|Q8WU90|ZC3HF_HUMAN,0,0,0,0,0,0,0,0,0
sp|Q8WUA2|PPIL4_HUMAN,0,0,0,0,0,0,0,4.94E+04,0
sp|Q8WUD4|CCD12_HUMAN,0,9.42E+04,0,6.66E+04,0,0,0,6.75E+05,4.57E+05
sp|Q8WVM0|TFB1M_HUMAN,0,3.44E+04,0,0,0,0,0,2.90E+04,0
sp|Q8WVM8|SCFD1_HUMAN,0,0,0,0,9.61E+03,1.34E+04,0,0,0
sp|Q8WVP7|LMBR1_HUMAN,0,3.97E+04,0,0,0,0,0,0,0
sp|Q8WVV9|HNRLL_HUMAN,3.20E+05,4.02E+05,0,3.79E+04,0,2.46E+04,0,2.24E+05,1.73E+05
sp|Q8WWM7|ATX2L_HUMAN,0,0,0,1.77E+04,0,0,0,0,0
sp|Q8WWY3|PRP31_HUMAN,4.12E+05,7.04E+05,0,6.28E+05,6.00E+03,3.50E+05,0,8.30E+05,1.20E+06
sp|Q8WXA9|SREK1_HUMAN,2.69E+05,8.67E+04,0,3.22E+05,0,0,0,1.86E+05,7.72E+04
sp|Q8WXF1|PSPC1_HUMAN,1.68E+05,2.50E+05,0,8.97E+04,1.10E+04,0,0,6.44E+04,3.34E+04
sp|Q8WYA6|CTBL1_HUMAN,1.58E+05,1.84E+05,0,1.45E+05,8.04E+04,1.33E+05,1.83E+04,3.19E+05,3.45E+04
sp|Q92485|ASM3B_HUMAN,5.08E+05,2.02E+05,0,4.63E+05,0,2.21E+05,0,3.03E+05,3.37E+05
sp|Q92499|DDX1_HUMAN,4.39E+05,9.34E+05,0,7.61E+05,8.75E+03,0,0,1.11E+06,4.29E+05
sp|Q92522|H1X_HUMAN,2.40E+07,2.55E+07,9.92E+06,3.99E+07,1.40E+07,1.17E+07,4.71E+06,8.51E+06,8.30E+06
sp|Q92526|TCPW_HUMAN,4.94E+05,0,0,2.49E+05,3.93E+05,3.87E+04,4.47E+05,0,0
sp|Q92552|RT27_HUMAN,1.37E+05,9.02E+04,0,3.62E+05,4.86E+03,3.84E+03,0,3.92E+05,3.57E+05
sp|Q92665|RT31_HUMAN,2.07E+05,2.95E+05,0,4.24E+05,0,0,0,2.77E+05,6.70E+04
sp|Q92804|RBP56_HUMAN,8.89E+05,1.18E+06,1.91E+05,5.29E+05,2.15E+05,1.19E+06,6.13E+04,4.52E+05,2.46E+05
sp|Q92841|DDX17_HUMAN,8.77E+06,6.86E+06,2.99E+06,5.77E+06,4.99E+06,3.55E+06,2.45E+06,4.08E+06,5.05E+06
sp|Q92878|RAD50_HUMAN,1.06E+04,0,0,0,0,0,0,1.60E+04,0
sp|Q92879|CELF1_HUMAN,8.63E+05,4.35E+06,7.61E+03,1.53E+06,0,0,0,3.12E+05,2.82E+05
sp|Q92900|RENT1_HUMAN,5.29E+05,3.46E+05,0,6.87E+05,2.56E+03,5.08E+04,0,2.93E+05,1.37E+05
sp|Q92945|FUBP2_HUMAN,3.06E+06,1.61E+06,6.21E+04,3.62E+06,4.77E+05,3.85E+05,6.50E+05,9.47E+06,9.75E+06
sp|Q92973|TNPO1_HUMAN,0,0,0,0,0,0,0,0,1.80E+04
sp|Q93009|UBP7_HUMAN,4.07E+04,2.94E+04,0,6.13E+04,0,0,0,9.07E+04,0
sp|Q93077|H2A1C_HUMAN,1.94E+07,1.97E+07,1.46E+07,1.62E+07,2.04E+07,8.97E+06,8.48E+06,3.47E+06,7.20E+06
sp|Q969L4|LSM10_HUMAN,0,4.48E+05,0,1.73E+05,0,0,1.04E+05,1.37E+05,3.48E+05
sp|Q969Q0|RL36L_HUMAN,4.09E+05,6.14E+05,0,4.60E+05,0,3.22E+06,0,0,5.18E+05
sp|Q96A35|RM24_HUMAN,0,0,0,1.91E+05,0,0,0,0,0
sp|Q96A72|MGN2_HUMAN,1.93E+06,1.59E+06,3.00E+05,1.63E+06,1.08E+06,1.04E+06,6.82E+05,2.47E+06,2.41E+06
sp|Q96AE4|FUBP1_HUMAN,1.20E+06,4.65E+05,0,1.64E+06,0,0,0,2.91E+06,3.39E+06
sp|Q96CB8|INT12_HUMAN,0,3.34E+04,0,0,3.92E+04,0,0,0,0
sp|Q96CS3|FAF2_HUMAN,0,0,0,0,1.42E+04,0,0,0,3.01E+04
sp|Q96CW1|AP2M1_HUMAN,5.55E+04,0,0,4.75E+04,0,0,0,8.84E+04,1.08E+05
sp|Q96CX2|KCD12_HUMAN,9.08E+04,5.21E+05,0,3.65E+05,5.83E+04,1.56E+05,0,8.84E+05,0
sp|Q96DF8|ESS2_HUMAN,0,0,0,1.45E+05,0,0,0,2.43E+04,0
sp|Q96DH6|MSI2H_HUMAN,2.15E+06,2.65E+06,1.29E+06,1.89E+06,0,0,1.64E+06,1.95E+06,1.82E+06
sp|Q96DI7|SNR40_HUMAN,5.16E+05,6.01E+05,0,8.03E+05,0,8.56E+03,0,8.34E+05,6.07E+05
sp|Q96EE3|SEH1_HUMAN,5.79E+04,2.26E+05,0,1.49E+05,0,5.65E+03,0,2.90E+05,1.32E+05
sp|Q96EP5|DAZP1_HUMAN,2.58E+05,1.47E+05,0,1.73E+05,1.03E+05,0,3.00E+04,1.61E+06,4.50E+05
sp|Q96EU6|RRP36_HUMAN,0,1.16E+05,0,0,0,0,0,0,0
sp|Q96EY1|DNJA3_HUMAN,1.80E+05,2.15E+05,0,2.07E+05,9.59E+03,0,0,6.10E+04,1.22E+05
sp|Q96EY7|PTCD3_HUMAN,5.72E+05,4.24E+04,0,3.48E+05,2.01E+03,4.88E+03,0,5.00E+05,2.53E+05
sp|Q96FJ2|DYL2_HUMAN,2.26E+05,0,0,0,0,0,0,3.81E+05,0
sp|Q96FN4|CPNE2_HUMAN,5.67E+04,1.00E+05,0,5.68E+04,7.89E+03,2.11E+04,0,3.63E+04,0
sp|Q96FV9|THOC1_HUMAN,5.35E+05,2.75E+05,0,3.94E+05,0,0,0,3.11E+05,2.23E+05
sp|Q96GM8|TOE1_HUMAN,1.54E+07,1.88E+07,6.03E+06,4.56E+06,2.44E+06,1.76E+06,0,2.35E+04,0
sp|Q96HR8|NAF1_HUMAN,7.83E+04,1.05E+05,0,1.37E+05,0,0,0,5.08E+04,6.22E+04
sp|Q96HS1|PGAM5_HUMAN,5.69E+05,8.63E+05,0,1.29E+06,0,2.01E+05,0,1.13E+06,5.93E+05
sp|Q96I24|FUBP3_HUMAN,4.77E+06,4.17E+06,1.59E+06,7.42E+06,3.03E+06,1.49E+06,5.83E+06,9.13E+06,1.08E+07
sp|Q96I25|SPF45_HUMAN,1.30E+06,4.45E+05,2.31E+04,1.11E+06,4.54E+04,3.54E+04,2.47E+04,1.15E+06,1.09E+06
sp|Q96J94|PIWL1_HUMAN,2.02E+05,0,0,0,0,0,0,0,0
sp|Q96KQ7|EHMT2_HUMAN,2.68E+04,0,0,0,1.41E+04,0,0,1.18E+04,0
sp|Q96KR1|ZFR_HUMAN,1.19E+06,1.06E+06,0,1.04E+06,8.30E+03,4.95E+05,0,8.73E+05,5.39E+05
sp|Q96LT9|RNPC3_HUMAN,7.46E+04,7.55E+04,0,7.52E+04,3.86E+04,0,0,0,3.51E+04
sp|Q96P16|RPR1A_HUMAN,6.23E+04,2.00E+05,0,7.86E+04,0,6.62E+04,0,3.35E+05,1.60E+05
sp|Q96P63|SPB12_HUMAN,1.23E+05,3.32E+05,3.02E+04,2.84E+05,1.03E+05,1.11E+05,6.70E+04,4.66E+05,2.20E+05
sp|Q96PK6|RBM14_HUMAN,5.15E+06,3.75E+06,1.71E+06,4.59E+06,4.51E+05,1.67E+06,0,2.30E+06,2.98E+06
sp|Q96PM9|Z385A_HUMAN,0,4.03E+04,0,8.38E+04,0,0,0,0,0
sp|Q96PU8|QKI_HUMAN,5.67E+06,4.96E+06,1.66E+06,4.26E+05,0,0,0,5.62E+05,2.26E+05
sp|Q96PV6|LENG8_HUMAN,3.90E+04,2.88E+04,0,0,0,0,0,2.20E+04,0
sp|Q96QA5|GSDMA_HUMAN,0,0,0,0,0,3.64E+04,5.94E+04,7.90E+04,0
sp|Q96QB1|RHG07_HUMAN,0,0,0,0,1.91E+05,1.98E+03,0,0,0
sp|Q96QD9|UIF_HUMAN,2.82E+04,1.37E+05,0,1.08E+05,0,0,0,0,3.16E+04
sp|Q96QR8|PURB_HUMAN,2.78E+04,1.13E+05,0,0,0,0,0,0,0
sp|Q96SB4|SRPK1_HUMAN,2.50E+05,2.22E+04,0,1.16E+05,0,0,0,0,0
sp|Q96SI9|STRBP_HUMAN,1.03E+06,1.39E+06,8.65E+03,6.19E+05,1.98E+04,9.55E+04,0,5.34E+05,1.11E+05
sp|Q96ST3|SIN3A_HUMAN,1.15E+04,0,0,0,0,0,0,4.14E+04,1.09E+04
sp|Q96T37|RBM15_HUMAN,9.85E+04,1.24E+05,0,1.90E+05,1.74E+03,7.21E+04,0,1.52E+05,3.96E+04
sp|Q99459|CDC5L_HUMAN,3.25E+06,1.70E+06,7.73E+05,5.61E+06,1.99E+06,4.22E+05,3.70E+05,3.94E+06,3.54E+06
sp|Q99460|PSMD1_HUMAN,3.44E+04,0,0,0,0,0,0,8.08E+04,0
sp|Q99496|RING2_HUMAN,9.47E+04,0,0,0,0,0,0,0,0
sp|Q99575|POP1_HUMAN,1.94E+04,3.57E+04,0,2.03E+04,0,0,0,0,0
sp|Q99578|RIT2_HUMAN,0,0,0,0,2.60E+06,0,2.19E+06,0,0
sp|Q99590|SCAFB_HUMAN,0,0,0,0,0,0,0,1.19E+04,0
sp|Q99613|EIF3C_HUMAN,7.58E+05,2.40E+05,0,3.86E+05,1.42E+05,1.24E+05,0,5.84E+05,3.54E+05
sp|Q99615|DNJC7_HUMAN,4.95E+04,0,0,0,0,0,0,4.31E+04,0
